Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
EMBJ,Embraer SA,Depository Receipt,65.47,$11.73B,Industrials,Aerospace & Defense,Aerospace & Defense,NYSE
ESE,ESCO Technologies Inc.,Common Stock,332.16,$8.32B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
ESLT,Elbit Systems Ltd,Common Stock,774.63,$35.37B,Industrials,Aerospace & Defense,Aerospace & Defense,NASDAQ
ETN,Eaton Corporation plc,Common Stock,402.95,$155.87B,Industrials,Electrical Equipment,Electrical Components & Equipment,NYSE
EXPD,Expeditors International of Washington Inc.,Common Stock,178.58,$23.20B,Industrials,Air Freight & Logistics,Air Freight & Logistics,NYSE
FAST,Fastenal Co,Common Stock,45.01,$51.36B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,NASDAQ
FDX,FedEx Corp.,Common Stock,315.19,$73.07B,Industrials,Air Freight & Logistics,Air Freight & Logistics,NYSE
FIX,Comfort Systems USA Inc,Common Stock,1773.51,$60.27B,Industrials,Construction & Engineering,Construction & Engineering,NYSE
FLR,Fluor Corp,Common Stock,51.39,$6.91B,Industrials,Construction & Engineering,Construction & Engineering,NYSE
FLS,Flowserve Corp.,Common Stock,67.52,$8.53B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
